stationid,toxbatch,matrix,treatment,concentration,concentrationunits,timepoint,parameter,qualifier,result,resultunits,labrep,lab,sampletypecode,dilution,comments,FID
B18-10164,BMYT090718z,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,14.7,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28004
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28005
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,6.9,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28006
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,9,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28007
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Dissolved Oxygen,None,8.9,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28008
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28009
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28010
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28011
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,14.7,C,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28012
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28013
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28014
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28015
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28016
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28017
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28018
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28019
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28020
0000,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28021
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,9.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28022
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28023
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28024
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28025
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28026
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28027
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,14.7,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28028
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28029
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28030
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28031
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28032
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28033
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28034
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28035
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28036
B18-10058,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28037
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,9.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28038
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28039
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28040
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28041
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28042
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28043
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,14.7,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28044
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28045
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28046
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28047
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28048
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,pH,None,7.8,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28049
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28050
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28051
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28052
B18-10104,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28053
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28054
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28055
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,14.7,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28056
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28057
B18-10164,BMYT090718z,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28058
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28059
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28060
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28061
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,pH,None,7.8,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28062
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28063
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28064
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28065
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28066
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,9.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28067
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28068
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28069
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28070
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28071
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28072
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,14.7,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28073
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28074
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28075
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28076
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28077
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28078
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28079
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28080
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28081
B18-10159,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28082
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,9.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28083
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28084
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28085
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28086
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28087
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28088
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,14.7,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28089
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28090
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28091
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28092
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,pH,None,7.8,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28093
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,pH,None,7.8,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28094
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28095
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28096
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28097
B18-10161,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28098
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,9.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28099
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28100
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28101
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28102
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28103
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28104
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,14.7,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28105
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28106
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28107
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28108
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28109
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,pH,None,8,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28110
B18-10152,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,9.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28111
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28112
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28113
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28114
B18-10162,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28115
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,9.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28116
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28117
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28118
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28119
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28120
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28121
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,14.7,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28122
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28123
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28124
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28125
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,1,pH,None,8,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28126
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,pH,None,8,pH,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28127
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28128
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28129
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28130
B18-10163,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28131
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,6.9,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28132
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,1,Dissolved Oxygen,None,8.9,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28133
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,2,Dissolved Oxygen,None,8.9,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28134
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28135
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28136
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28137
B18-10164,BMYT090718z,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28138
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,0,Temperature,None,14.7,C,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28139
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28140
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28141
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28142
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28143
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28144
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,0,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28145
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,2,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28146
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,0,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28147
0000,BMYT090718z,Overlaying Water,None,-88,Not Recorded,2,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,CNEG,-88,,28148
B18-10164,BMYT090718z,Overlaying Water,None,-88,Not Recorded,0,Dissolved Oxygen,None,9.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28149
